External ID,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
PSM6XBRM_P,0,7.68364,0.4395,3.75436,0,0,0,0.20019,0.0863,2.29981,0.07641,4.39755,0,0,0.01075,0,0,0,0.04691,0,0,0,0,0,0.00923,0,0,0,0,0
HSM7J4GP,0,1.74327,0.05613,1.36219,0.02844,1.06515,0.99908,0.11315,0,0,1.20882,0,0,0,0.03204,0.04822,0,0,0.12192,0.04425,0,0,0,0,5.79816,0,0,0.79218,0.28238,0.3078
CSM79HJQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM7KOR8_P,0,0,0,2.04098,0,0,0.00572,0,0,0,0.96821,7.11828,0,0,0.03455,0,1.79429,0,0.17206,0,0,0,0,0,17.74764,0,0,0,0,0.20432
HSM7J4PQ,1.67398,18.52165,0.08608,0,0,0.14803,0,0,0,0.00845,2.4401,0,0,0,0,0,0,0,0,0,0,0,0,0,35.48202,0,0,0,0,0
CSM9X222,0,0,0,0.09888,0.28425,1.09038,0,0.11384,1.08188,0,0,0,0,0.03051,0,0.00767,0,0,0,1.42476,0,0,0,0,18.26995,0,0.0665,0,0,0
PSM7J13Y,0,0,0,0,0,0,0,0,0,10.80628,0,0,0,0,0,0,0,5.35503,0.04387,0,0,0.05253,0,0,14.69338,0,0,0,0,0
PSMA267H,0,0.94277,0.23318,0.5921,0,0,0.11499,0.07219,0,26.87227,0.46581,5.54023,0,0,0,0.00856,0,0,0.0561,0,0.14179,0,0.07481,0,0,0,0.16672,0,0,0
MSM6J2RG_P,0,0,0,0,0,0,0,0,0.42806,35.28376,0.816,0,0,0.67984,0,0,0,6.94587,0,0,0,0.17024,0.44509,0,0,0,0,0,0,0
MSM6J2PW,0,0,0.19355,0.09936,0,0,0.00551,0.00505,0,0,0,0.22565,0,0.09279,0,0,0,0,0,0,0,0,0,0,0.86522,0,0,0,0.02621,0
MSM9VZNR,0,0,0,0,0,0,0,0,0,0,0,0,0.01127,0.02147,0,0,0,0,0,0,6.12505,0,0,0,0,0,0,0,0,0
CSM5LLGB_P,0.08511,0,0,0,0.35563,0,0,1.02179,0,1.34183,0,0.07407,0,0.01417,0,0.05515,0,0,0,0.26266,0.00877,0.18935,0,0,0,0,0,0,0,0
CSM67UBR,0,11.41775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15832,0,0,0,0,0,0,0,0
CSM5MCWQ,0,1.84568,0,0.29228,0.0296,0,0.00225,3.22505,0.0336,23.63175,1.14374,10.65359,0,0,0.00458,0,1.37071,0,0,0.01469,0.14062,0.01665,0,0,0,0,0,0,0,0
PSM7J14P,0,4.80813,0,0.40458,0,0,0.12892,0.21385,0.02853,1.87484,0.07813,0.71445,0,0.01764,0.01157,0,0,0,0.00076,0,0,0,0,0,0,0,0,0,0,0
CSM67UEW_P,0,2.1379,0.01328,0,0,0.01004,0,1.08382,0,0,0,0,0,0.48935,0,0,0,0,0.08624,0,0,0.0062,0,0,5.00604,0.85583,0,0,0,0
HSM7CZ2L_P,0.04939,0.06044,0,0,0.10409,0,0.10799,0.10236,0.21336,0,0.54814,2.93335,0.01335,0.01577,0.14904,0.0347,0,0,0,0,0.0011,0,0.08628,0,1.0523,0.25527,0,0,0,0.28348
CSM5FZ44_P,0,12.07897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71822,0,0,0,0,0,0,0,0
PSM6XBR1,0,0,0.44446,1.44098,0,0,0,0.00485,0.11583,7.68232,3.02082,6.91738,0,0.23747,0.00617,0,0,2.33213,0.16856,0,0.02529,0,0,0,0.00416,0,0,0,0,0
HSMA33J1_P,0,0,0.24025,1.41054,0,0,0,0.06227,0.2846,0,0.85269,7.43675,0,0,0.36574,0.19823,0,0.06084,0.66082,0,0.42074,0,0.01647,0,11.79058,0,0,0,0,0
PSM6XBQU,0,0,0.00197,1.22095,0,0,0,0.09959,0.07677,13.54894,2.40873,4.33735,0,0.16475,0.00535,0,0,2.2432,0.12201,0,0.15543,0,0,0,0,0.30967,0,0,0,0
HSM67VDT_P,2.11957,0,0.07805,0.58503,0,0.00516,0.1062,0.07674,0.03969,0,1.3154,8.6644,0.01183,0.00192,0,0,0.18457,0,0.08969,0,0,0,0,0,35.84403,0,0,0.34673,0,0
CSM6J2H9_P,0,0.63492,0.01695,0,0.00067,0,0.13935,0.01766,0.06266,0.00091,1.09768,7.37654,0,0,0.03943,0,0,0,0.08777,0,0.01839,0,0,0,12.48186,0,0.073,0.01483,0,0.00015
MSM79HDU,0,0.01531,0,0.8485,0.02826,0,0,0.29087,0.00433,0,1.15605,3.96928,0,0.03153,0,0,0.5888,0,0.1652,0,0,0,0,0,2.85019,0.01727,0,0,0,0
CSM79HOZ,4.75478,1.39624,0.00315,0,0,0.07329,0,0,0.08608,0,17.45509,9.11949,0,0,0.00955,0,1.11534,6.09972,0,0,0,0,0,0,0,0,0,0,0,0
MSM6J2Q5,0,0,0.27574,0,0.01119,0,0.13765,0,0,0,0,6.42615,0.00499,0.03492,0.15546,0.00342,0.05826,0,0,0,0,0.13437,0.12963,0,3.94817,0,0,0,0,0
CSM7KONU,0,12.35764,0,0,0,0,0.69018,0,0,2.24535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87357,0,0,0,0,0
HSM5MD5D_P,0.12871,0,0,0,0.07111,0.2381,1.70692,0.02295,1.02503,0.05032,0.65279,0,0.01464,0.02434,0.12616,0.00317,0,0,0,0,0.09286,0,0.27235,0,0.63527,0,0,0,0,0.38836
HSM7J4NM,0,3.18433,0.19101,0.72291,0.00573,0.67919,0.15335,0.21647,0,0,0.22579,0,0,0,0.0063,0.02911,0,0,0.03254,0.09691,0,0,0,0,5.13137,0,0,0.07172,0.51179,0.09175
ESM5GEZ3_P,0,13.06878,0.05926,0,0.01359,0.02843,0.03821,0,0,0,0,0,0,0.26506,0,0,0,0,0,0,0.06455,0,0.00515,0,0,0.00277,0,0,0.00738,0
HSM6XRUZ,0,0,0,0,0,0,0,0,0.177,0,0,0.73116,0.02451,0,0,0,0.09231,0.83071,0.16949,0,0.03421,0,0,0,17.3406,0.62622,0,0,0,0
HSM7J4NC,0,3.51107,0.04501,4.05133,0.04573,0.93999,0.22282,0.03179,0,0,0.78462,0,0,0,0.02412,0.09443,0,0,0.18458,0,0,0,0,0,7.6347,0,0,0.31453,0.03694,0
CSM79HJI_P,0.21309,4.27047,0.04189,0.41589,0,0.02841,0.21133,0,0.12565,0.27927,3.04515,3.7318,0,0.01755,0.02788,0,0.06026,0,0.02455,0,0.00398,0,0,0,4.7199,0,0,0,0,0.03081
MSM79HAL,5.7602,0,0,0.26622,0.02776,0,0.05645,0.04762,0.08888,2.85439,2.00392,0.14515,0,0,0,0,5.59337,0.42217,0.38247,0.01164,0.04518,0,0,0.08851,0.19389,0.10695,0,1.31174,0,0
HSM67VDR_P,0,0.16827,0.20346,0.17249,0,0,0,0.09347,0,0,0,3.56599,0.01335,0.03989,0,0,0.00479,1.87693,0.02145,0,0,0,0,0,7.93431,0,0,0,0,0
CSM7KOMR_P,0.05449,1.14717,0,0.07271,0,0.0344,0,3.6535,0.06585,0,0.06979,0,0.06403,0.08751,0,0,0,0,1.97368,0.02971,0,0,0.00297,0,3.59367,0.28297,0,0,0,0.00225
CSM7KOP6,0,0,0.15452,0,0,0.61806,0.03485,0.06377,0,2.34545,15.89681,8.36359,0,0,0.01392,0.27285,0.77818,4.17986,0.20213,0,0.08538,0,0,0,6.75953,0,0,0,0,0.01213
HSMA33OT,0,0,0,0,0,1.21968,0,0,0,0,0.20284,0.65062,0,0,0,0,0,0.38813,0.13336,0,0.06905,0,0,0,27.91837,0,0,0,0,0
CSM5FZ4K_P,0,0,0,0.1936,0.00889,0,0.08727,1.17102,0.05535,26.67392,1.39917,7.60351,0,0,0,0.01091,0.2248,0,0,0.00126,0.00834,0.04737,0.01847,0,0,0,0,0,0,0.00129
HSM6XRRB,0,0,0,0.62689,0,0.04897,0,0.16288,0.02271,82.55122,0,0,0,0,0,0.00251,0,0,0,0.00788,0,0,0,0,0,0,0,0,0,0
MSM6J2MJ,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,3.18848,0,0,3.88276,0,0,0.07283,0.04908,0,0.00995,1.28717,0,0,0,0,0,0
CSM79HPU,0,6.72619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMA26BX,2.40966,0,0.02761,0.33907,0,0.00053,0.01222,0,0.97618,0,0.00597,6.11429,0,0,0,0,0,0,0.0376,0.04356,0.02906,0,0.01639,0,0,0,0,0,0,0.0637
CSM7KOTQ,0,0,0,0,0.20816,1.2609,0,0.25532,0.52954,0,0,0,0,0.00669,0,0,0,0,0,0.59046,0,0,0,0,29.32969,0,0,0,0,0.00183
MSM6J2JZ,0,1.55438,0.02644,0.41616,0,0,0,0.01674,0.00105,1.10476,0.08724,1.42547,0,0,0,0,0.59125,1.0187,0.19485,0,0.09815,0,0,0,0,0,0,0.85585,0,0
MSM5LLHQ_P,0,5.15037,0,0,0.00236,0,0,0,0,0.00272,0.46822,4.07673,0,0,0,0,2.27737,0,0,0,0,0,0,0,65.76641,0,0,0,0,0
HSM6XRVC_TR,2.30515,0,0,0,0,0.03672,0.06789,0,0.00679,0,1.02718,0,0,0.00949,0.0088,0,0,5.13691,0.02519,0,0.74654,0,0,0,15.14281,0,0,0,0,0
MSM9VZPT,0.1759,0.57702,0.31191,0,0.00286,0.5683,0.72599,0.01422,0,0,0.05693,8.40683,0,0,0.03467,0.00384,3.23983,0,0.44275,2.91026,0.02916,0,0,0,0,0,0,0,0,0.1349
CSM67UAK,0,0,0.44876,0,0,0,0.32663,0.64691,0,31.86023,0,0,0,0,0,0,0,0,0,0,0,0.16571,0,0,0,0,0,0,0,0
HSM6XRS6,0,0,0,0,0,0,0,0,0,0,0,0,0.06355,0,0,0,0,0,0,0,0,0,0,0,0,0.10372,0,0,0,0
PSM7J19T,0.28432,1.20469,0.01159,0.94337,0,0,0.00083,0.05342,0.01102,0,0.28083,3.06105,0,0,0.00594,0,0.29594,0,0.05416,0,0,0,0,0,0,0,0,0,0.04254,0
CSM9X1ZY,0.83028,0,0.15495,0,0,0.68621,0,0,0,0.83429,6.09193,5.58099,0,0,0,0,0,4.06422,0.12561,0,0.13138,0,0,0.03666,3.35054,0,0,0,0,0
CSM5MCXD,1.32555,1.21485,0.05191,0,0,0,0.02031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34241,1.43757,0.41849,0,0,0,0,0,0,0.37806
MSM79H7C,0,0.02679,0,0,0,0.00621,0,0.06971,0,0.96105,3.56796,7.33878,0.04065,0,0,0.00706,0,2.03553,0,0,0,0,0.01069,0,0,0.0284,0.01983,0,0,0.12501
PSM7J1C8,0,0,0,0.70767,0,0,0,0.02651,0.00627,5.31066,3.26738,6.29279,0,0,0.00138,0,0,0.9912,0.20515,0,0.07191,0,0,0,0,0,0,0,0,0
MSM79H54,0.58814,0,0.07602,0,0.00823,0.04612,0.44492,0,0,0,0.0954,9.10986,0,0,0.02281,0,3.57101,0,0.44553,1.40019,0,0,0,0,0,0,0,0,0,0
MSMA26AX,0,0,0,0,0,0.01931,0,0.20511,0,0.64727,3.2537,2.34947,0,0,0,0,0,1.21789,0,0,0,0,0.05182,0,0,0,0,0,0,0.14226
HSM5MD6C,0,3.69593,0.10215,1.26219,0,0.53318,0.01702,0,0.04794,0,4.96053,8.10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02567,0,0,0,0
CSM7KOSX,0.2602,1.54282,0.01954,1.14162,0.00521,0,0,0.03821,0,28.39909,2.75261,5.57088,0,0,0.03485,0,0.79577,0,0.21046,0,0.10848,0,0,0,7.08617,0,0,0,0,0.06506
HSM67VFJ,0,32.26151,0,0,0,0,0,0,0,0,0,0,0,0,0.67699,0,0,0,0,0,0,0,0,0,0,0.01574,0,0,0,0
CSM67UCU_P,0,1.45226,0,0,0,0.01021,0,0.00468,0.23957,12.23595,5.47094,25.3455,0,0,0,0,0.25627,0,0.93142,0,0,0,0,0,0,0,0.04849,0,0,0
HSMA33RD,0,0,0,0.18897,0,0,0.00421,0.06236,0.00374,0,0.08175,1.2008,0,0,0,0,0.02372,0.08109,0.00726,0,0,0,0,0,0.39669,0.024,0,0,0,0
MSM9VZIO,0,19.04889,0,0,6.16906,0.48981,0,0,0,0,0,0,0,0,0,0.10928,0,0,0,0.04594,3.73646,0.03255,0,0,0,0,0,0,0,0
MSM79HBT,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71747,0,0,0,0,0,0,0,0,0,0,0,0.00319,0,0,0,0
HSM6XRUL,0,0.04647,0.06709,1.3451,0,0,0,0.01708,0,0,0.01224,19.04581,0.0597,0.0888,0,0,0.1762,1.07755,0.0755,0,0,0,0,0,12.77545,0,0,0,0,0
PSM6XBSM,0,4.32823,0.12945,2.22866,0,0,0,0.63195,0.24709,0.82981,0.22389,4.237,0,0.06121,0.01057,0,0.59154,0,0.05107,0,0.33996,0,0,0,0,0.08671,0,0,0,0
ESM7F5C5,0,0,0.04662,0.13948,0,0,0,0.07902,0,0,0,1.25797,0.14087,0.01603,0,0,0,0.2066,0.01928,0,0,0,0,0,0.51171,0.03968,0,0,0,0
CSM7KOK3,0,0.16375,0,0.92279,0,0,0,0,0.12222,0,4.64171,9.74341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM7KOOL,1.1614,2.06864,0.02235,0.68993,0,0.03487,0,0,0.01834,0.00283,11.79256,7.25398,0,0,0,0,0.86005,4.58567,0,0,0,0,0,0,0,0,0,0.65443,0.0065,0
CSM5MCUC_P,2.54369,0.00977,0,0,0.04446,0.09074,0.35348,0,0,0,0,0.01566,0,0,0.13347,0,0,0,0,0,0,0.07511,0.03164,0,30.29974,0,0.12896,0,0,0.10828
PSM7J143_P,0,0.05263,0,0,0,0,0,0,0,25.1466,0,0.01137,0,0,0,0,0,5.01432,0,0,0,0.01051,0,0,25.648,0,0,0,0,0
PSM6XBRK_P,0,0,0.00735,0,0,0,0,0.06089,0.1763,1.42403,0,0.01017,0,0.05224,0.02279,0,0,2.8133,0.05078,0,0,0,0,0,13.89122,0,0,0,0.01504,0
CSM79HP6,2.03581,0.7203,0,0.60757,0,0.04599,0,0,0.01536,0,8.62571,7.00776,0,0.00238,0,0,1.28682,5.80901,0,0,0.04175,0,0,0,0,0,0,0,0,0
MSM79HCI,6.6802,0,0,0,0,0,0.03927,0,0,61.10496,0,9.27377,0,0.00995,0,0,0,0,0.92894,0,0.11066,0,0,0,0,0,0,0,0,0.01845
CSM5MCXV,0,0,0.16018,0.95116,0,0.02728,0,0.01636,0,0,0.04665,7.28569,0,0,0.01125,0,8.43515,0,0.00233,0,0.26014,0,0,0,1.85734,0.01415,0.05927,0,0,0.43509
MSM9VZOY,0,27.20833,0,0,0,0,0,0,0,0,0,0,0.02728,0,0,0,0,0,0,0.37017,0.30762,0,0,0,0,0,0.56872,0,0.45018,0
CSM79HQZ,0.00155,0,0,0,0,0.03662,0,0,0,16.64635,0,0,0,0,0.02603,0,0,0,0,0,0.06294,0.00571,0,0,0,0,0,0,0,0
MSM79H9A,5.18879,0,0.31805,0,0.00325,0.10333,0.52867,0,0,0,0.08459,6.68704,0,0,0.0295,0,1.54043,0,0.37814,1.43498,0,0,0.02814,0,0,0,0,0,0,0.06274
PSM6XBTH_P,0,0,0.00545,0,0,0,0,0.03748,0.17935,0.24893,0,3.02521,0,0,0.00327,0,0,1.51311,0.03135,0,0.06781,0,0,0,13.67626,0,0,0,0,0
MSM9VZHZ,0,3.12145,0.78156,0.85915,0,0.23124,0.0953,0,0,0,0,4.31487,0,0,0.55139,0.06512,0,0,0,0,2.72745,0.14455,0.13278,0,0,0,0,0,0,0
MSM6J2IK,0,0,0.40827,0,0.03411,0,1.4301,0,0,0,0,5.9977,0,0.02043,0.34974,0.03941,0.31411,0,0,0,0,0.12859,0.14391,0,2.98042,0.03217,0,0,0,0.02441
MSM6J2QJ,0,0.53053,0.0318,0,0,0,0.1132,0,0.16131,0,1.05518,2.9238,0,0,0.04685,0,0,0,0.02007,0,0,0,0,0,13.23992,0,0.03152,0.01914,0,0
CSM79HKV,0,0,0,1.35922,0,0.07692,0,0.14053,0.03831,79.18855,0,0,0,0,0,0.00096,0,0,0,0.0316,0,0,0,0,0,0,0,0,0,0
MSM5LLGL,0.13077,0,0,0,0.00306,0,0,0.08324,0,12.54668,0,0,0,0.00099,0.01303,0.04139,0,0,0,0.00695,0.00615,0.04457,0,0,0,0,0.02657,0,0,0
MSM79H8J_P,0,0,0.0105,1.22362,0,0,0.03081,0.06206,0.23631,8.41426,0.64966,6.86692,0,0,0.114,0,0.08655,1.11249,0.10112,0.04547,1.2097,0,0.01282,0,0.04362,0,0,0,0,0
HSMA33IC,0,0,0.10751,0.78763,0,0.00479,0.0442,0.0047,0.09087,0,0.00624,2.42402,0,0.00233,0.00208,0,0,2.00125,0.05149,0,0,0,0,0,36.16579,0,0,0,0.01175,0
CSM7KOL4,0,0,0,1.04643,0,0.01351,0,0.00422,0,0,0.21937,5.90118,0,0,0,0,5.29099,0,0.99519,0,0.01106,0,0,0,0.28448,0.01765,0,0,0,0
CSM7KORS,0,0,0.2837,0,0,2.00814,0,0.03581,0,0,0,0,0,0.02698,0,0.15272,0,0,0,0,0,0,0,0.03747,8.99522,0.0658,0.07926,0,0,0
MSM79H5E,0.03432,0,0.01316,1.01098,0,0,0,0.06956,0.09338,0,0.81834,6.27321,0,0,0.0062,0,0,6.23697,0.33634,0,0,0,0,0.01074,1.17828,0,0,0,0,0
CSM7KOQP_P,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27227,0
HSM67VHJ,0.13114,28.05498,0.10919,0,0,0.04256,0,0.00131,0,0.00776,2.28505,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,14.7449,0,0,0,0.02087,0
HSM5MD6U_P,0.04697,0.04367,0.09325,0.00847,0,0,0.11899,0.07007,0.49418,0,15.6923,10.1859,0,0.03955,0,0,0.02283,0,0,0,0.0085,0,0.00225,0,13.63511,0,0,0,0,0.0387
HSM7J4IR,0.23267,24.26746,0.09088,0,0,0.14477,0,0.00208,0.14488,0,3.30236,0.01565,0.00373,0,0,0,0,0,0,0,0,0,0.0049,0,26.55049,0,0,0,0.00427,0
ESM5GEYU_P,0,13.30926,0.10196,0,0.00121,0.18076,0.05349,0,0.01053,0,0,0,0,4.0049,0,0.01603,0,0.00886,0,0,0.03284,0.02872,0.00037,0,0.02108,0.0104,0,0,0.00986,0
CSM67UBF,0,7.4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3397,0,0,0,0,0,0,0,0
CSM5FZ46_P,0,22.17387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34033,0,0,0,0,0,0,0,0
CSM9X23H,0,0,0,0,0.00272,0,0,0,0.31093,2.49167,0,0,0,0,0,0,0,0,0,0,0.14363,0,0,0,0,0,0,0,0,0
PSM7J18Q,0,1.34564,0.01584,2.02107,0,0,0,0,0.11247,0,6.36407,0,0,0.00906,0,0,0,0,0.00361,0,0.07093,0,0,0.0009,0,0,0,0,0,0.00029
ESM5MEE2_P,0,0,0,0,0,0.01797,0,0.01419,0,0,0,0,0.05622,0.0363,0,0,0,0,0,0,0.428,0,0,0,0,0.00209,0,0,0,0
CSM7KOKJ,0,0,0,0.1041,0,0.00278,0,0.01502,0,0.06115,0.0278,0.29424,0.02614,0,0,0,0,0,0,0.03929,0,0,0,0,13.25228,0,0.03596,0,0,0
CSM67UEM,0.78119,1.50773,0,0,0,0.16381,0,0,0,24.19839,0.34337,4.10322,0,0,0.00301,0,0,0,0,0,0,0,0,0,19.84289,0,0.02024,0,0,0.07445
MSMA26ER,0,0,0.06329,0.28293,0,0,0,0.10695,0,1.10295,0,0,0,1.32667,0,0,1.34533,0.56714,0,0,0.02061,0,0,0,0.2208,0.02631,0,0,0,0
PSM6XBSU_TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM7J4ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12961,0.00459,0,0,0,0,0,0.02459,0.26183,0.0069,0,39.96864,0,0,0,0,0
CSM5MCUA_P,1.1847,0,0,0,0.00261,0.06569,0.00984,0,0,0.00091,0.0005,0,0,0,0.24901,0,0,0,0,0,0,0,0.0555,0,28.98341,0,0.0223,0,0,0.0307
CSM5MCWK_P,0,0,0.17453,1.00513,0,0.0195,0.01147,0,0,0,0.15634,11.19891,0,0,0.13057,0,1.93659,0,0,0,0.36456,0,0.00068,0,1.28627,0.01125,0,0,0,0.60114
HSMA33IK,0,2.38352,0,0,0,0,0.11039,0.0139,0,0,0.62719,9.15932,0,0.03228,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSMA33JZ,15.72877,0,0,0,0,0,0,0,0,0,0,0,0,1.68849,0,0,0,0,0,0,0,0.81306,0,0,0.70168,0,0,0,0,0
HSM7J4M8,0,0,0.01569,0.00085,0.08473,0.00675,0.01042,0.05607,0.14888,0,0.01493,1.46417,0.01723,0.00542,0,0,0.08779,1.4034,0.03304,0.35475,0,0,0,0,10.14003,0.7209,0,0,0,0
MSM9VZNH,0,0,0.63519,0.23164,0,0.02106,0.01737,0.27396,0,0,0,0.25262,0.80164,2.07728,0,0,0,0,0,0,0.11148,0,0,0,0.43763,0.03207,0,0,0.18482,0
PSMA263M,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91397,0.11182,0,0,0,0,0,0,0.03581,0,0,0,0,0,0,0,0
MSM79HDK,0,0.06636,0.04089,0.92084,0,0,0,0.005,0,0,0.02432,0.83544,0,2.1891,0,0,0,0,0,0,0,0,0,0,4.59363,0,0,0,0,0
MSM79HEW,39.17564,4.39774,0.14875,0.60337,0.0084,0.07366,0,0,0,0,3.61333,0,0,0,0,0,0,0,0,0,0.15677,0.01397,0.09764,0,0,0,0,0,0,0.55705
HSM7J4NY,0.02675,0.1928,0,0.47462,0,0.00723,0.09129,0.5434,0.03053,0,1.23017,7.53754,0,0,0,0,1.34732,0,0.54542,0,0,0,0,0,11.46908,0,0,0.74577,0,0.13844
HSM67VI9,2.1441,0,0.009,0.67548,0,0.00333,0.05342,0.89336,0.1117,0.00442,0.88522,5.37113,0.0039,0.01875,0,0,0.39987,0,0.12628,0,0,0,0,0,33.2194,0,0,0.30481,0,0
CSM9X233,0,0,0,0.36765,0.1306,1.69968,0,0.31336,0.93473,0,0,0,0,0,0,0,0,0,0,3.09124,0,0,0,0,14.48819,0,0.00994,0,0,0
ESM718T9,0,0,0.05988,0.53668,0,0,0.01294,0,0,0,0.00267,3.96823,0.07579,0.06225,0,0,0.07795,0.35407,0.1357,0,0,0,0,0,0.49839,0.03341,0,0,0,0
PSM7J16U,0,1.11325,0.11865,0.17865,0,0,0,0.35927,0.00175,0,0.04315,0.52535,0,0,0,0,0.07054,0,0.01277,0,0,0,0,0,0,0,0,0,0,0
